RestaurantName,Street,StreetNumber,City
Hungry Grill of Rooftop,Jason Neck,9531,North Williamfurt
Hearty Diner of Palace,Elizabeth Vista,92655,Port Russell
Cozy Oven of Lake,Kevin Camp,54488,Floydburgh
Cozy Plate of Garden,Smith Light,290,Johnsonshire
Savory Bistro of River,Robert Port,0593,Stacyport
Savory Bistro of Hill,Lee Plaza,42601,New Josephview
Hearty Corner of Rooftop,Morris Field,71708,West Heatherhaven
Hungry Kitchen of Parlor,Gabrielle Coves,91769,Lake Brian
Cozy Plate of Parlor,Hogan Ports,0849,Leahstad
Spicy Grill of Hut,Meagan Center,05439,New Joseph
Hungry Café of Garden,Medina Junction,3048,New Joshua
Spicy Grill of Station,Fuller Points,3212,East Aaron
Tasty Grill of Garden,Rebecca Centers,3709,Campbelltown
Savory Diner of Parlor,Russell Pine,96710,Jenniferport
Golden Spot of Palace,Anthony Mills,68204,South Lori
Tasty Bistro of Hill,Smith Village,6967,Morganton
Savory Plate of Hill,Katrina Causeway,999,East Michael
Cozy Grill of Parlor,Morrow Mountains,26146,Whiteside
Savory Spot of River,Kenneth Passage,0227,Wolfefurt
Hungry Grill of Hut,Erin Center,2519,Scottton
Cozy Diner of Palace,Lindsey Landing,261,Priceland
Savory Plate of Hut,Hernandez Burg,84927,South Curtis
Hearty Corner of Hut,Wilson Fall,950,South Lori
Savory Café of Hill,Misty Junctions,4060,Lake Gregory
Hearty Tavern of Station,Strong Pines,4047,Danielville
Cozy Corner of Parlor,Li View,9488,Petermouth
Hungry Grill of Hut,Jeffrey Springs,21577,Millerchester
Cozy Grill of Palace,Morton Well,242,Knightborough
Cozy Tavern of Hill,Strong Green,65020,East Joseview
Tasty Café of Hill,Patricia Fields,12489,Gonzalezton
Hearty Oven of Rooftop,Stephen Light,22567,Barajasberg
Cozy Corner of Palace,Kari Mews,0431,Christophermouth
Delicious Café of Parlor,Woods Gateway,919,Jessicafort
Tasty Café of Hill,Amanda Junction,27828,Port Alexis
Spicy Grill of Hill,Brett Square,6913,Evansshire
Delicious Oven of Rooftop,Ramirez Shoals,314,Port Emilyfurt
Savory Tavern of Rooftop,James Plains,3942,South Glenn
Hearty Diner of Hut,Wright Harbors,38093,Port Alexis
Spicy Spot of Lake,Pollard Passage,0353,New Andrewchester
Golden Bistro of Parlor,Livingston Field,170,Collinview
Delicious Tavern of Lake,Gonzalez Heights,4316,West Carrie
Savory Café of Station,Robin Terrace,230,Port Jessicafurt
Golden Kitchen of Station,Todd Turnpike,99001,Briannaville
Spicy Café of Hut,Vincent Stravenue,56836,Dominguezfort
Savory Tavern of Rooftop,Thomas Heights,77431,Parkerchester
Golden Bistro of River,Sanchez Coves,94979,East Michael
Hungry Spot of Lake,Tina Circles,79536,Audreymouth
Cozy Kitchen of Hill,Bradley Ports,76654,Jasmineville
Hearty Grill of Lake,Phelps Spur,571,Madisonfort
Tasty Tavern of River,Robert Port,575,Lake Tracy
Golden Grill of River,Raymond Light,830,Cohenchester
Golden Plate of Garden,Smith Hollow,4571,Rebeccaburgh
Savory Plate of Hill,Collins Pike,59233,Benjaminborough
Hungry Café of Palace,Roberto Highway,702,Lake Carolyn
Hungry Diner of River,Kim Summit,6300,New Cynthiashire
Delicious Plate of Garden,Rivera Forge,3724,Campbelltown
Cozy Diner of Garden,Pam Village,27792,South Raymondborough
Hungry Oven of Hut,Carroll Garden,179,Conwayville
Tasty Bistro of Hut,Ellis Valley,585,Veronicafort
Hungry Café of Station,Watkins Vista,9489,Lake Brandonmouth
Golden Diner of Garden,Bryce Loaf,7893,Karenhaven
Delicious Grill of Lake,Charles Passage,41315,Martinbury
Delicious Kitchen of Garden,James Pine,59339,New Patriciatown
Tasty Oven of Rooftop,Jones Stream,005,East Jason
Tasty Grill of Lake,Smith Cove,787,Nancyland
Tasty Spot of Hut,Weiss Mountains,08873,Lake Laurenfurt
Savory Spot of Lake,Abigail Rue,2104,New Joannemouth
Hearty Café of Garden,Harper Causeway,62299,New Joseph
Hearty Café of Rooftop,William Course,879,Gibsonton
Cozy Diner of Station,Dougherty Mission,78711,South Lori
Tasty Bistro of Garden,Lori Center,551,North Angela
Savory Kitchen of Rooftop,Sheri Spring,4365,Christinachester
Golden Café of Garden,Austin Motorway,366,Karenhaven
Hearty Kitchen of Hut,Lewis Expressway,6500,New Jamietown
Cozy Diner of Rooftop,Jason Station,9036,East Jill
Cozy Grill of River,Henderson Wells,37619,Smithchester
Tasty Corner of Rooftop,Parks Hills,891,Evansmouth
Savory Plate of Hill,Tyler Prairie,621,South Lauren
Tasty Corner of Palace,Salinas Flat,5167,Port Nicoleport
Hungry Tavern of Palace,Paul Cliffs,4880,Port Julia
Spicy Plate of Palace,Garcia Loaf,97625,Lake Philip
Tasty Grill of Lake,Darren Vista,946,Scottport
Hearty Spot of Parlor,Graham Grove,539,Lake Robertburgh
Spicy Oven of Parlor,Williams Point,68144,West Lisa
Golden Spot of Lake,Kayla Branch,44007,South Ryan
Golden Diner of Rooftop,Rogers Springs,5198,Stacyport
Hungry Tavern of Garden,Cline Street,63565,New Amy
Golden Spot of Hut,Olson Causeway,12324,Robinsonberg
Spicy Oven of Hill,Johnson Mountain,424,Evanston
Spicy Plate of Palace,Garcia Isle,32525,North Michael
Delicious Plate of Parlor,Woodward Corners,2068,Collinview
Delicious Bistro of Station,Perry Brooks,418,East Robinchester
Delicious Diner of Hut,Derrick Tunnel,86556,Katrinamouth
Hungry Diner of Hill,Michael Well,105,Bellstad
Spicy Kitchen of Lake,Matthews Stravenue,048,Whiteside
Spicy Tavern of Rooftop,Katherine Road,81717,Zimmermanfort
Savory Grill of Lake,Arthur Bridge,403,New Cynthiashire
Tasty Café of Station,Stewart Flats,901,New Davidchester
Golden Bistro of Parlor,Sanders Ways,911,Port Kelseyshire
Golden Bistro of Parlor,Ramos Stravenue,46784,North Michelle
Tasty Tavern of Garden,Perez Estate,89980,Garciafort
Delicious Kitchen of Lake,Brett Square,673,Lake Evelynton
Spicy Diner of Hut,Barker Circles,5362,Lake Seth
Spicy Corner of Hill,Mitchell Manors,7023,Nancyland
Hungry Corner of Hut,Alexander Walks,55612,Dennisview
Hungry Spot of Rooftop,Paula Flat,60916,Port Shannon
Savory Oven of Station,Pennington Tunnel,16671,Malonechester
Savory Tavern of Palace,Walker Glens,6600,New Joannemouth
Hungry Bistro of River,Robert Shoals,60373,Richardchester
Tasty Kitchen of River,Brock Spring,7792,South Raymondborough
Spicy Oven of Rooftop,Warner Roads,16765,East Tylerburgh
Spicy Kitchen of Parlor,Christian Station,301,Roachville
Spicy Café of Hill,Mccoy Knoll,15922,South Lori
Hearty Plate of Garden,Amanda Port,713,Collinview
Spicy Bistro of Station,Torres Plains,88393,Mannchester
Hungry Café of Palace,Johnson Route,3704,Jamesshire
Golden Spot of Lake,Dawn Creek,9554,Port Kenneth
Savory Plate of Garden,Hawkins Walk,718,Bradleyfurt
Tasty Kitchen of Lake,John Court,1018,West Brian
Golden Grill of Rooftop,Laura Burg,8078,Lake Carolyn
Tasty Café of Garden,Hartman Well,869,Tammybury
Savory Tavern of Rooftop,Gregory Lakes,9396,Scottport
Hearty Grill of Garden,Henry Trail,98457,Sosaview
Hearty Café of Garden,Bradford Estate,87616,Jasmineville
Spicy Kitchen of Lake,Franklin Club,30905,North Zachary
Savory Plate of Lake,Jordan Dam,5272,Rebeccaburgh
Tasty Spot of Palace,Hunt Parkways,117,Matthewtown
Delicious Diner of Lake,Leach Mountain,911,Torresstad
Spicy Diner of Station,Ashley Circles,794,West Michael
Delicious Café of Lake,Daniel Lock,644,Michaelmouth
Golden Grill of Parlor,Austin Locks,9583,Port Sandra
Hungry Kitchen of Palace,Cody Stream,3931,Port William
Cozy Bistro of Station,Jones Flats,826,Barrettville
Hungry Café of Station,Boyle Groves,7439,Port Katie
Hearty Diner of Hut,Joshua Summit,62631,Michaelview
Hungry Kitchen of Station,Bartlett Extension,94393,Campbelltown
Hungry Corner of River,Emma Divide,909,East Aaron
Cozy Bistro of Hill,Hall Junctions,2891,South Elizabethstad
Hearty Tavern of Parlor,Paul Shoal,370,Lake Terriview
Cozy Café of Lake,Ortega Harbor,26440,South Raymondborough
Hearty Oven of Station,Sean Loaf,89490,North Kathryn
Delicious Bistro of Hut,Nelson Radial,6403,Port Huntermouth
Spicy Tavern of Parlor,Amy Alley,488,Michaelfort
Delicious Plate of Hill,Joann Prairie,81837,Jacquelineborough
Hungry Spot of Garden,Pena Flats,6705,Lake Michael
Cozy Corner of Palace,Pierce Station,35248,New Danieltown
Cozy Bistro of Lake,Hannah Overpass,42424,Lake Jenniferborough
Spicy Corner of Parlor,Debbie Village,261,Jodifurt
Hearty Diner of Hut,Jessica Lodge,719,East David
Hearty Plate of Hill,Tate Harbor,1036,Katrinamouth
Cozy Plate of Hill,Smith Curve,75711,Blakeport
Hearty Bistro of Palace,Susan Pine,79262,Stephensbury
Hungry Spot of Garden,Brenda Squares,711,South Amber
Tasty Kitchen of Hill,Gomez Lakes,7021,New Davidtown
Spicy Grill of River,David Track,12639,New Allisonhaven
Tasty Plate of Garden,Andrea Garden,96305,East Joseview
Savory Bistro of Rooftop,Castro Station,106,Hutchinsonstad
Cozy Kitchen of Lake,Sutton Manors,570,New Davidtown
Hungry Kitchen of Hut,Snyder Courts,365,New James
Tasty Kitchen of Parlor,Laura Way,944,West Kevinstad
Hungry Diner of Station,Perry Drives,2445,Mccoyview
Hearty Corner of Hut,Joseph Shores,840,West Jeffrey
Savory Plate of Parlor,Holly Shores,600,Malonechester
Hungry Plate of Rooftop,Wade Estates,09662,Jeremiahville
Spicy Plate of Station,Marquez Brooks,138,Michaelmouth
Cozy Spot of Station,Jennifer Mountains,730,New Sara
Golden Bistro of Hut,Grant Bridge,973,North Joshuachester
Savory Bistro of Hut,Wright Roads,3689,Maxwellport
Tasty Corner of River,Angel Meadows,10618,South Sarah
Delicious Plate of Station,Carolyn Crescent,384,Kentstad
Delicious Café of Hill,John Drive,2760,Benjaminborough
Golden Corner of Palace,Fisher Forks,9995,Port Russell
Savory Grill of Hut,Carson Pike,6155,Lake Robertburgh
Delicious Oven of Station,James Cove,272,North Angela
Hearty Oven of Station,Stevens Junction,485,Garciafurt
Hungry Bistro of River,Courtney Pike,2089,Lake Markhaven
Tasty Oven of Lake,Cory Field,976,Tammybury
Hearty Kitchen of Palace,Wanda Avenue,45516,East Raymondborough
Delicious Tavern of Palace,Tony Glens,097,New Jamietown
Hungry Oven of Parlor,Eric Neck,513,Lake Carolyn
Delicious Spot of Palace,Russell Islands,166,Evanston
Tasty Oven of Hut,Ryan Light,214,Port Jessicafurt
Delicious Corner of River,Smith Mountain,37805,North Blakebury
Tasty Grill of Lake,Haley Lodge,6670,Lake Katherine
Spicy Café of Rooftop,Byrd Ridge,41096,Lake Gregory
Golden Café of Palace,Clark Vista,17906,South Lori
Golden Grill of Parlor,Jamie Drive,8013,Hintonmouth
Delicious Grill of Parlor,Mary Square,845,North Michael
Savory Spot of Hut,Thomas Mountain,95080,Annchester
Cozy Kitchen of Parlor,Dominguez Roads,0832,Michaelmouth
Delicious Kitchen of Hut,Jennifer Viaduct,257,Morganton
Delicious Grill of Rooftop,Adam Pass,3339,East David
Tasty Diner of Hill,Jane Prairie,160,Weissmouth
Savory Kitchen of Lake,Brooks Springs,83679,Port Christopherport
Delicious Diner of Lake,Joseph Place,600,North Kayla
Savory Oven of Lake,Juan Estates,62247,Payneshire
Cozy Corner of Lake,Manuel Haven,76631,West Brenda
Hungry Corner of Hut,Christopher Isle,8307,Lake Matthew
Hungry Bistro of Palace,Dan Burg,0808,North Candice
Spicy Diner of Hut,Brown Mission,707,Lake Seth
Cozy Spot of River,Jackson Views,31000,Marshallton
Savory Corner of Hill,Corey Island,8894,Lake Laurenfurt
Tasty Oven of Palace,Sutton Overpass,9805,New James
Delicious Café of Lake,Rodriguez Isle,514,Tonystad
Spicy Café of Hill,Peterson Track,7207,Sanfordville
Hearty Kitchen of Garden,Booth Lake,1507,Darleneland
Delicious Kitchen of Parlor,Evans Overpass,807,West Brent
Hungry Bistro of Garden,Douglas Fork,572,North Michael
Hungry Tavern of Rooftop,Jeffrey Flat,2298,East Coryport
Golden Spot of Hill,Figueroa Trail,1422,Katrinamouth
Golden Kitchen of Lake,Jack Shore,4776,New Allisonhaven
Golden Grill of Hill,Foster Creek,9103,Evansmouth
Cozy Kitchen of River,White View,02761,Hornchester
Delicious Plate of Rooftop,Trevino Underpass,661,North Erikport
Delicious Oven of Garden,Daniel Rapids,54699,Woodsport
Savory Plate of Hill,Alyssa Squares,368,Hornchester
Hearty Corner of Lake,Bautista Motorway,2233,North Vanessa
Delicious Tavern of Lake,Best Via,4982,Suzannestad
Savory Oven of Palace,Hampton Pike,445,North Alexander
Hungry Plate of Lake,Luis Avenue,14021,Gonzalezton
Delicious Plate of Palace,Castro Mountains,880,West Craigbury
Golden Spot of Lake,Lisa Parks,184,North Amanda
Spicy Oven of Rooftop,Bailey River,870,New Stephaniehaven
Hearty Diner of Station,Anna Estates,0127,Daviston
Tasty Plate of Parlor,Campbell Knoll,606,Port William
Tasty Plate of Palace,Stein Fort,5140,South Stephaniefort
Golden Tavern of Hut,Leslie Isle,856,Laurenport
Hungry Bistro of Palace,Brian Field,9289,Ramirezberg
Golden Grill of Palace,Jennifer Greens,299,Marymouth
Savory Tavern of Lake,Jonathan Loop,5739,Cohenchester
Spicy Café of Palace,Jackson Isle,9175,South Ashleyville
Savory Kitchen of River,Kelly Crossing,906,Sanfordville
Hungry Tavern of Hill,Saunders Plains,733,Tristanton
Tasty Oven of Hill,Nicholas Crossing,720,Whiteside
Savory Diner of Hut,Hayley Skyway,3863,Port Melissa
Spicy Oven of Hill,Kristen Manors,04269,Danielville
Hearty Spot of Palace,Evans Court,7089,Juliastad
Delicious Diner of Hill,Macias Place,8639,Barajasberg
Tasty Kitchen of Station,Jones Inlet,441,New Moniqueville
Hungry Diner of Rooftop,Waller Meadow,67332,South Mark
Delicious Spot of Hut,Lindsay Corners,2360,Nancyland
Delicious Kitchen of Lake,Blackwell Island,7442,East Coryport
Hungry Grill of Hut,Rodriguez Summit,5116,New Davidtown
Cozy Tavern of Hut,Jerry Mission,5954,North Janet
Golden Café of Station,Gates Underpass,200,Morganton
Tasty Spot of Lake,Lewis Motorway,4573,North Candice
Spicy Café of Parlor,Johnson Forks,761,Port Sandra
Tasty Café of Garden,Scott Rapid,5152,Scottton
Hearty Oven of River,Mary Expressway,0237,Lake Susan
Delicious Tavern of Rooftop,Jennifer Courts,631,West Craigbury
Cozy Corner of Hill,Michael Fall,300,Kingfort
Tasty Diner of Lake,Amanda Tunnel,88389,Jacquelineborough
Golden Kitchen of Hut,Smith Crossroad,618,Port Jessicafurt
Cozy Spot of Hill,Ronald Rapids,168,Kellytown
Tasty Kitchen of River,Rodriguez Field,4488,Lake Carolyn
Spicy Tavern of River,Nicole Union,848,Jamesville
Delicious Café of Rooftop,Johnson Road,8152,West Jamiechester
Tasty Plate of Palace,Claire Lodge,2674,South Jason
Spicy Plate of Rooftop,Richardson Brook,5712,Richardchester
Golden Kitchen of Hut,Robert Common,49396,Cynthiaside
Cozy Grill of Hill,Mcguire Point,76192,Brittanyport
Hearty Bistro of Hill,Wood Crescent,9670,East Michael
Delicious Plate of Hut,Cooper Springs,4244,Port Thomasmouth
Tasty Café of Hill,Coleman Park,139,Danielside
Tasty Grill of River,Mccarthy Summit,95768,Ramirezberg
Tasty Spot of Rooftop,Cook Cape,985,Garciafurt
Tasty Kitchen of River,Robert Parks,62480,Lake Gregbury
Golden Corner of Parlor,Marilyn Circles,175,North Kathryn
Cozy Oven of River,Mark Isle,718,Lake Karen
Golden Corner of Lake,Hunter Ways,066,Mannchester
Delicious Tavern of Lake,Toni Mount,049,Matthewtown
Golden Oven of Lake,Price Light,3216,Millerchester
Hungry Café of Palace,Thomas Streets,11135,West Timothy
Spicy Corner of Lake,Lee Roads,869,Port Russell
Hearty Kitchen of River,Richard Rapid,73580,Conwayville
Delicious Corner of Station,Phillips Underpass,04110,Lake Kevinfurt
Delicious Plate of River,Mccarthy Isle,472,Andrewsmouth
Cozy Kitchen of Parlor,Davis Junction,035,West Edwardchester
Savory Café of Rooftop,Christine Keys,8850,East Jill
Tasty Kitchen of River,Villanueva Fields,8371,Parkerchester
Tasty Plate of Hut,Nathaniel Curve,900,Millerchester
Golden Kitchen of Parlor,Roberts Throughway,95876,Lake Markhaven
Tasty Kitchen of Station,Key Walk,639,Juliastad
Hearty Spot of Palace,Martin Crossroad,550,New Jose
Savory Diner of Garden,Madison Bridge,863,South Raymondborough
Savory Plate of Palace,Carter Prairie,90830,South Sean
Tasty Diner of Lake,Brown Lights,33653,Robertsfort
Delicious Diner of Hut,Ronald Street,248,East Heather
Golden Oven of Hut,Dalton Knoll,98473,Garciafort
Cozy Kitchen of Hut,Richard Burg,3279,Toddshire
Hearty Kitchen of Palace,Danielle View,6787,Michaelfort
Hearty Tavern of Lake,Brandon Wells,6707,Cynthiaside
Hearty Corner of River,Scott Mountain,805,Jamesville
Hungry Corner of Palace,Carlos Wall,46174,Zimmermanfort
Hearty Oven of Lake,Dunlap Ports,7192,North Rebeccafort
Savory Diner of Hut,Victoria Inlet,090,North Davidville
Hungry Grill of River,Sean Curve,0710,North Zachary
Delicious Grill of Station,Lynch Circle,6136,Michaelview
Cozy Corner of Parlor,Jeremy Terrace,557,North Michael
Hungry Café of Rooftop,Kevin Fields,60403,Lake Walterfurt
Savory Plate of Station,Michael Plains,70957,Brittanyport
Tasty Plate of Hut,Anthony Run,26698,Petermouth
Savory Tavern of Hill,Carrie Mountain,1639,New Jose
Tasty Café of River,Anne Pike,49841,South Matthewland
Hearty Plate of Parlor,Adam Lights,5671,New Allisonhaven
Tasty Café of Palace,King Keys,483,West Heatherhaven
Tasty Spot of Palace,Dunlap Spring,4152,West Gregoryburgh
Delicious Grill of Hill,Jason Mountain,6839,Hornchester
Golden Bistro of Parlor,Ashley Cliffs,40620,Port Kathy
Golden Grill of River,Edwards Glens,9736,North Gabriel
Spicy Corner of Rooftop,Penny Common,94162,Cynthiaside
Hearty Tavern of Lake,Gonzalez Valleys,402,Port Jackiebury
Hungry Kitchen of River,Angela Village,2655,Woodsshire
Hungry Bistro of Parlor,Hicks Turnpike,90482,East Robinchester
Golden Café of Hut,Thomas Mount,915,East Raymondborough
Cozy Bistro of Lake,Dixon Knolls,2496,East Jessetown
Savory Plate of Parlor,Christine Mountain,017,Port Nicole
Delicious Oven of Lake,Ryan Centers,915,South Raymondborough
Hungry Oven of River,Shields Corner,49871,Brittanyport
Cozy Corner of Palace,Koch Plains,85303,East Daniel
Tasty Diner of Lake,Chavez Tunnel,0704,Jenniferport
Spicy Spot of Lake,Richard Keys,4923,West Jamiechester
Tasty Corner of Hill,Keith Pike,1674,Ericville
Golden Bistro of Hill,David Causeway,0864,Murphyburgh
Golden Café of Rooftop,Melissa Lodge,70661,Christinachester
Golden Bistro of Garden,Caleb Rue,243,East Debbie
Golden Plate of Palace,Patricia Manors,7554,Jeremiahville
Hearty Bistro of Palace,Perry Lake,60709,Lake Josephside
Hungry Kitchen of Lake,Moore Causeway,6759,Lake Walterfurt
Hungry Corner of Station,Dustin Dale,4507,New Danieltown
Delicious Grill of Station,Rowe Glens,648,Malonechester
Golden Grill of Rooftop,Hughes Underpass,6859,Benjaminborough
Savory Plate of Hill,Lynch Drives,59269,Lake Alexandria
Spicy Bistro of River,Moon Mission,27082,East Kim
Savory Diner of Parlor,Donna Passage,93063,West Coreyside
Tasty Corner of Parlor,Daniel Roads,8776,Wolfefurt
Hearty Café of Lake,Craig Tunnel,598,Malonechester
Delicious Corner of Station,Morton Prairie,435,Elizabethville
Hearty Spot of Hill,Foster Turnpike,87816,West Seanchester
